,created_at,created_date,rating,review_id,user_id,reviewable_id,locale,product_id,product_type,url,text,designer_id,designer_title,translated_text,sentiment
0,2024-02-07 16:21:52.191000,2024-02-07,4,97138,1300981,78344,de,7834402,Pattern,https://www.makerist.de/patterns/kurz-hoodie-volant-hoodie-daswaaad-ding-schnitt-anleitung,"Schicker Schnitt jedoch empfehle ich es nur den erfahrenen Hasen. Es ist schade das nichts bzgl der Nahrzugabe hinterlegt ist. Erst nach dem Kauf, erfährt man davon.Wer es kauft, sollte dies bedenken. Daher auch, einen Punkt Abzug.",1667711,Four Chapter ,"Nice cut, but I would only recommend it to experienced hunters. It's a shame that there is no information about the nutritional supplements. You only find out about it after you buy it. Anyone who buys it should keep this in mind. Hence one point deducted.",Mixed
1,2024-02-07 15:38:30.270000,2024-02-07,5,97135,142114,105543,de,10554302,Pattern,https://www.makerist.de/patterns/ebook-damen-steppjacke-koko-gr-32-58,Toller Schnitt und wie immer eine leicht verständliche Anleitung! ,415169,Ki-ba-doo,"Great cut and as always, easy to understand instructions!",Positive
2,2024-02-07 13:07:51.585000,2024-02-07,4,97132,668130,90187,de,9018702,Pattern,https://www.makerist.de/patterns/ebook-schlaghose-bellbyx,"Tolle Hose, der Sitz hängt stark vom Stoff ab. Leider hat die Hose bei meiner Tochter aus Stretchjeans nicht gepasst, aus Jeggingsstoff super. Von der Länge fällt sie eher groß aus.",52198,Joudii,"Great pants, the fit depends a lot on the fabric. Unfortunately the pants didn't fit my daughter when they were made of stretch jeans, but they were great when made of jeggings. The length is a bit large.",Mixed
3,2024-02-07 20:42:23.647000,2024-02-07,3,97152,1300981,88077,de,8807702,Pattern,https://www.makerist.de/patterns/girls-raglan-dress-hoodiekleid-tunika-ballonaermel,"An sich, toller Schnitt! Aber es gibt hier abzüge! Warum kann man nicht dazu schreiben ob ein SM die Nahtzugabe enthält oder nicht. ",864616,Jessy Sewing,"Overall, a great cut! But there are deductions here! Why can't you write whether a SM includes the seam allowance or not.",Mixed
4,2024-02-07 18:23:38.397000,2024-02-07,5,97141,1694087,104878,de,10487802,Pattern,https://www.makerist.de/patterns/e-book-dizita-diagonalbag-umhaengetasche,"Eine tolle Tasche, auch super für Anfänger. Keine Angst vor den Reißverschluss 🤩",2142422,Nähfußion,"A great bag, also great for beginners. Don't be afraid of the zipper 🤩",Positive
5,2024-02-08 05:14:22.071000,2024-02-08,5,97153,66100,111481,de,11148102,Pattern,https://www.makerist.de/patterns/kleid-bluse-musselinchen-gr-74-146-a4-a0-beamerdatei,"Ein Schnittmuster sehen, kaufen und nähen. Es war wie Balsam für meine Seele dieses Schnittmuster zu nähen. Alle zugeschnitten Teile passten am Ende zusammen. Es ist ja eine Art Baukasten und somit habe ich für lange Zeit ein tolles Schnittmuster....",528232,rosarosa,"See a pattern, buy it and sew it. Sewing this pattern was like balm for my soul. All the cut pieces fit together in the end. It's a kind of construction kit and so I have a great pattern for a long time....",Positive
6,2024-02-08 19:12:14.487000,2024-02-08,5,97157,1172294,95985,de,9598502,Pattern,https://www.makerist.de/patterns/rose-xs-xl,"Klasse Schnittmuster. Es sieht wirklich aus wie ein Rock und dabei kann man sich ganz frei bewegen. Selbst Fahrrad fahren geht super damit. Und die Größenangaben passen auch super, ich musste nichts verändern am Schnitt. ",420679,Frau Ninchen,"Great pattern. It really looks like a skirt and you can move around freely. Even cycling is easy with it. And the sizes fit perfectly too, I didn't have to change anything in the cut.",Positive
7,2024-02-08 19:09:06.343000,2024-02-08,5,97156,1634282,46753,de,4675302,Pattern,https://www.makerist.de/patterns/jogginhose-julian-gr-86-152-schnittmuster,"SCHNELL GENÄHT UND SUPER BEQUEM

Ich habe die Hose nun schon diverse Male genäht - meistens für meine Enkelkinder, aber auch schon für die Kinder von Freunden. Die Anleitung ist prima und die Hose schnell genäht. Mein letztes Projekt ist aus Sweatst",274668,Engelinchen Design,"QUICKLY SEWN AND SUPER COMFORTABLE 

I have sewn the pants several times now - mostly for my grandchildren, but also for friends' children. The instructions are great and the pants are quick to sew. My last project is made of sweatst",Positive
8,2024-02-09 08:18:30.165000,2024-02-09,4,97161,1953613,88159,de,8815902,Pattern,https://www.makerist.de/patterns/mini-freizeithose-finn-fine-gr-74-122-inkl-beamerdatei,"Schöne lässige Hose und einfach zu nähen.
Leider sind die vorgegeben Bündchen am Bein viel zu weit, sodass die Hose über die Füße rutscht. Das sollte man besser direkt am Kind ausmessen.
Einen kleinen Anzug gebe ich, weil es keinen Ebenendruck gib",56115,Mamili 1910 ,"Nice casual pants and easy to sew. 
Unfortunately, the cuffs on the legs are much too wide, so the pants slide over the feet. It's better to measure this directly on the child. 
I'm giving a small suit because there is no layered printing",Mixed
9,2024-02-09 16:47:21.298000,2024-02-09,3,97165,2268291,110087,de,11008702,Pattern,https://www.makerist.de/patterns/gehaekelter-maritimer-tuerkranz-mit-muscheln-und-leuchtturm,"Ein wirklich schöner Kranz, aber Ausführlich kann ich nicht befür Worten, daher ""Problemlos"" für ungeübte eher nicht geeignet. Ich bin zwar nicht ungeübt, aber auch kein Profi und finde vor allem die Buchstaben sehr kompliziert, da wäre das ein oder",135317,Craftery,"A really beautiful wreath, but I can't describe it in detail, so ""Easy"" is not really suitable for inexperienced people. I'm not inexperienced, but I'm not a professional either and I find the letters very complicated, so it would be a",Mixed
10,2024-02-09 19:02:49.453000,2024-02-09,5,97168,1661281,50877,de,5087702,Pattern,https://www.makerist.de/patterns/raketenkostuem-schnittmuster-und-gratis-anleitung,Sehr cooles Schnittmuster. ,2227,Makerist Anleitungen,Very cool pattern.,Positive
11,2024-02-09 19:56:13.529000,2024-02-09,3,97169,1313769,74129,de,7412902,Pattern,https://www.makerist.de/patterns/einteiler-jumper-onepiece-onesie-einhorn-dino-gr-56-146,Sehr unübersichtliche und recht kurze Anleitung. Wenn man nicht den Onecie näht sondern eins der Kostüme muss man super aufpassen und suchen wo man anfangen und weiter machen muss. Ich nähe das erste mal ein Kostüm und muss sagen ich bin sehr enttäus,1503073,Tesseract Patterns DE,"Very confusing and very short instructions. If you are not sewing the onesie but one of the costumes, you have to be very careful and look for where to start and where to continue. This is the first time I have sewn a costume and I have to say I am very disappointed.",Negative
12,2024-02-10 14:40:11.527000,2024-02-10,4,97173,2217441,44830,de,4483002,Pattern,https://www.makerist.de/patterns/ebook-minilu-die-kulturtasche-zum-aufhaengen,"Die Anleitung ist super, alles wunderbar beschrieben. Ich finde es auch schön dass die Fächer Optionen beschriebenen sind. Ich habe eine Außentasche mit Reißverschluss gemacht. Als Anfänger hab ich mit dem RV sehr gekämpft. Ich hab immer ausprobiert,",357283,elbmarie ,"The instructions are great, everything is wonderfully described. I also think it's nice that the compartment options are described. I made an outside pocket with a zipper. As a beginner, I struggled a lot with the zipper. I always tried,",Mixed
13,2024-02-10 14:51:44.390000,2024-02-10,5,97176,1237435,113287,de,11328702,Pattern,https://www.makerist.de/patterns/geldboerse-mini-ruby-mini-portemonnaie,"eine kleine feine Geldbörse … etwas Erfahrung im Nähen sollte man schon mitbringen … und … sich Zeit lassen, nicht nur beim nähen, auch beim Lesen der Anleitung ;) … denn die erklärt - Dank reicher Bebilderung - jeden Schritt",295927,Hansedelli,"a small, fine purse ... you should have some experience in sewing ... and ... take your time, not only when sewing, but also when reading the instructions ;) ... because they explain - thanks to the rich illustrations - every step",Mixed
14,2024-02-10 18:12:19.707000,2024-02-10,5,97178,2098629,90772,fr,9077202,Pattern,https://www.makerist.fr/patterns/fresco-blouse-fluide-avec-col-cravate,"je souhaite réaliser ce patron mais je ne trouve pas le schémas de montage. Manque t'il au téléchargement ?
Merci pour votre retour ",1202372,Studio Calicot,I want to make this model but I can't find the assembly diagrams. No downloading required? Thank you for your return,Negative
15,2024-02-11 15:50:47.344000,2024-02-11,5,97184,2262603,80280,de,8028002,Pattern,https://www.makerist.de/patterns/t-shirt-arlington-gr-xs-xl,Leider kein Schnittmuster bei obwohl es dort steht ... habe die Dame angeschrieben ... mal schauen ob etwas zurück kommt,1465796,lucy.sonnenschein.design,Unfortunately there is no pattern even though it is there... I wrote to the lady... let's see if I get anything back,Negative
16,2024-02-12 08:06:53.920000,2024-02-12,5,97194,1375166,42699,de,4269902,Pattern,https://www.makerist.de/patterns/kopftuch-sonnenspieler-anleitung-und-schnittmuster,"Schönes Schnittmuster, hatte bei der Beschreibung zwischendurch Schwierigkeiten die Bilder und den Text zueinander zu bekommen. Da es aber ja nur drei Teile sind, die aneinander müssen, ergibt sich das schon. ☺️",158771,MamaMika ,"Nice pattern, I had trouble getting the pictures and text to match up when reading the description. But since there are only three pieces that need to be put together, it works out. ☺️",Mixed
17,2024-02-12 09:29:49.639000,2024-02-12,3,97198,453299,114490,fr,11449002,Pattern,https://www.makerist.fr/patterns/huggish-faux-fur-veste-a-capushe-tailles-s-xxl,"Le patron n'est pas d'une simplicité même pour une couturière avancée. Attention, les tailles ne correspondent pas aux tailles européennes et le tableau de mensuration serait à revoir. Pour le métrage du tissu qui n'est pas très explicite pour les ",1964175,MUNA patterns FR,The boss is not alone in being simple for an advanced seamstress. Please note that the sizes do not correspond to European sizes and the measurement table will be returned. For the measurement of the fabric which is not very explicit for the,Negative
18,2024-02-11 21:59:59.589000,2024-02-11,5,97189,230079,113927,de,11392702,Pattern,https://www.makerist.de/patterns/es-ist-alles-in-ordnung-plotterdatei,Tolle Datei. Ich mag diese Art von Humor. Gut zu entgittern. ,809844,B.Style,Great file. I like this kind of humor. Easy to weed.,Positive
19,2024-02-12 09:35:16.382000,2024-02-12,5,97201,453299,64527,fr,6452702,Pattern,https://www.makerist.fr/patterns/t-shirt-kopines,Le patron taille super bien et à faire super simple. J'adore porter mes tee-shirts réalisés avec ce patron.,685591,Viny DIY,The owner is very well tailored and very easy to work with. I love wearing my t-shirts made with this pattern.,Positive
20,2024-02-11 21:08:57.834000,2024-02-11,5,97187,2245656,110430,de,11043002,Pattern,https://www.makerist.de/patterns/sommertop-sleaford,"Sehr gute, leicht verständliche Anleitung. Einfach und schnell zu stricken.",1002450,Bunte Fussel,"Very good, easy-to-understand instructions. Quick and easy to knit.",Positive
21,2024-02-12 11:02:20.936000,2024-02-12,5,97205,219385,115767,de,11576702,Pattern,https://www.makerist.de/patterns/so-ein-schei-dreck-plotterdatei,toll,809844,B.Style,great,Positive
22,2024-02-12 13:16:05.282000,2024-02-12,4,97208,145880,70559,de,7055902,Pattern,https://www.makerist.de/patterns/081de-haekelanleitung-zauberhexe-pdf-astashova-mk,"Ich habe die Hexe aus dickerem Garn gehäkelt, das zu einer 2,5er Häkelnadel passt. Sie ist natürlich deutlich größer als angegeben. Die Sorge, dass die Relation und die Reihen sich mehr drehen, kann ich nicht bestätigen.
Die Hexe besteht nur aus fes",900184,Little Owls Hut Deutsch,"I crocheted the witch from thicker yarn that fits a 2.5mm crochet hook. It is of course much larger than stated. I cannot confirm the concern that the proportions and the rows will rotate more.
The witch is made only from solid",Negative
23,2024-02-12 16:53:33.945000,2024-02-12,5,97212,399824,95538,de,9553802,Pattern,https://www.makerist.de/patterns/bluse-manaus-34-58-damen-schnittmuster,"Schnell genähte schöne Bluse, Ausschnitt ist etwas tief. werde das bei der nächsten Bluse korrigieren.",237244,erbsünde,"A beautiful blouse that was sewn quickly, the neckline is a bit low. I will correct that with the next blouse.",Mixed
24,2024-02-12 20:51:26.232000,2024-02-12,5,97219,1212358,114142,de,11414202,Pattern,https://www.makerist.de/patterns/pingvin-oversize-pulli-hoodie,"Ein tolles Schnittmuster und dank der ausführlichen Anleitung sehr gut nähbar. 
Einer meiner Lieblingspullis zur Zeit. ",214190,kystbarn,"A great pattern and very easy to sew thanks to the detailed instructions. 
One of my favorite sweaters at the moment. ",Positive
25,2024-02-12 19:41:46.019000,2024-02-12,5,97215,1518651,62369,de,6236902,Pattern,https://www.makerist.de/patterns/schnittmuster-raglanpullover-piexsu-modest-jungs-gr-98-164,Ein echt tolles schnittmuster. Ich finde nur das mit sweat das Muster etwas zu eng ist. Daher nähe ich es in jersey und es passt super gut. ,425001,PiexSu,A really great pattern. I just think that the pattern is a bit too tight with sweat. So I sew it in jersey and it fits really well. ,Mixed
26,2024-02-13 04:59:13.433000,2024-02-13,3,97222,1950238,66251,de,6625102,Pattern,https://www.makerist.de/patterns/ebook-anne-umstandsleggings-gr-34-56-a4-a0,Leider ist die Hose für mich absolut nichts. Ich wollte sie mir nähen da ich aktuell schwanger bin. Laut den massen habe ich am po eine 56 ich trage normalerweise ein 46-48 bei den beinen habe ich dann eine 44 jnd ein 42. Das sind so viele Nummern  Diffe,1388674,Königin Mutter DE,"Unfortunately the pants are absolutely not for me. I wanted to sew them for myself because I am currently pregnant. According to the measurements, my bottom is a 56. I normally wear a 46-48, but for my legs I have a 44 and a 42. There are so many sizes different.",Negative
27,2024-02-13 12:11:18.305000,2024-02-13,5,97227,1802477,104199,de,10419902,Pattern,https://www.makerist.de/patterns/mini-mawi-girls-gr-74-164-inkl-beamerdatei,Sehr schöner Schnitt. Schon zwei Mal genäht. Geeignet für fortgeschrittene Anfänger. ,1227758,A.J.s inspired,Very nice cut. Already sewn twice. Suitable for advanced beginners. ,Positive
28,2024-02-14 10:04:12.248000,2024-02-14,5,97238,2252013,108372,fr,10837202,Pattern,https://www.makerist.fr/patterns/modulab-blouse-beryl-pdf,Très jolie blouse facile à réaliser avec les explications dans le pdf et avec le support vidéos.,2184520,Modulab Studio ,"Very nice blouse, easy to make with the explanations in the pdf and the supporting videos.",Positive
29,2024-02-13 19:10:30.386000,2024-02-13,5,97235,1509683,82028,de,8202802,Pattern,https://www.makerist.de/patterns/shorts-hose-solbad-gr-32-50-inkl-a0-a4,"Ich habe die Hose aus leichter Baumwolle genäht. Wie empfohlen habe ich eine Nummer größer gewählt.
Und ich muss sagen, ich bin von diesem Schnitt begeistert. Durch den Abnäher hinten formt sie sogar einen schönen Popo.
Die Anleitung ist sehr ausf",1378057,Snyggli,"I sewed the trousers out of light cotton. As recommended, I chose a size larger.
And I have to say, I am thrilled with this cut. The darts at the back even give it a nice bottom.
The instructions are very detailed.",Positive
30,2024-02-13 18:11:34.232000,2024-02-13,5,97232,1992612,30986,fr,3098602,Pattern,https://www.makerist.fr/patterns/polly-robe-en-sweat-avec-col-roule-98-152,"Patron très simple à réaliser, montage bien expliqué et faisable sans surjeteuse sans aucun problème. J'ai déjà d'autres demandes !",273949,STUDIO SCHNITTREIF,"Very easy pattern to make, well explained and easy to assemble, no fuss, no problems. I already asked for other things!",Positive
31,2024-02-14 15:35:02.160000,2024-02-14,3,97244,2145771,104488,fr,10448802,Pattern,https://www.makerist.fr/patterns/patron-de-couture-femme-robe-pull-hanna,"J'ai découpé et monté le patron aujourd'hui, ce qui a été un peu ardu, puis j'ai lu les explications très, très succinctes. Je vais tenter de coudre ce modèle en me basant sur mes connaissances en couture....Le modèle est attrayant, me plaît beau",1756151,AV Alexandra création FR,"I unpicked and installed the driver today, which was a little bit annoying, and then I got the explanations very, very clearly. I'm going to sew this pattern based on my sewing knowledge....The pattern is attractive, I like it beautifully",Mixed
32,2024-02-14 12:14:17.187000,2024-02-14,5,97241,2269098,41785,de,4178502,Pattern,https://www.makerist.de/patterns/kinderjacke-herbstliebe-56-122,"Wo finde ich das Schnittmuster, mir wurde nur die Nähanleitung heruntergeladen!",425173,Herzenfroh,"Where can I find the pattern, I only downloaded the sewing instructions!",Negative
33,2024-02-15 07:12:17.519000,2024-02-15,5,97251,852660,113981,de,11398102,Pattern,https://www.makerist.de/patterns/lieblings-plotter-und-druckdatei,So eine tolle Datei ,809844,B.Style,Such a great file ,Positive
34,2024-02-14 20:40:13.907000,2024-02-14,5,97248,1650124,100336,fr,10033602,Pattern,https://www.makerist.fr/patterns/patron-de-couture-pantalon-doris,Patron simple et bien expliqué.  Pour débuter c'est pas mal. Je l'ai réalisé dans un tissu jersey sweat. Il n'y a pas de difficulté.  ,1827519,Atelier Darra FR,"Pattern simple and well explained. To begin with, it is not possible. I made it in a sweat jersey fabric. It's not difficult at all. ",Mixed
